Regla(c, k, u, y, c, b, d, u, z, w, a, i, m, i, y, i, h, s, x, t, t, p, b, k, a, f, r, o, n, d, s, c, d, g, n, k, s, l, r, y, t, g, f, d, t, k, l, w, l, j, q, v, y, q, b, n, z, r, a, u, w, q, h, k, f, h, t, d, i, d, t, g, g, s, b, v, h, a, n, u, q, u, x, o, j, y, i, c, p, l, g, l, s, u, c, k, u, b, s, e, a, h, r, i, d, x, d, g, a, v, b, z, e, q, b, i, m, h, s, m, c, b, k, j, g, g, t, c, m, o, x, d, u, b, v, d, v, w, s, g, x, j, v, c, p, w, x, h, i, z, j, e, j, z, o, w, r, a, s, f, v, x, x, q, h, a, a, w, w, e, y, d, w, l, m, z, s, g, e, c, m, k, w, s, x, c, r, p, t, t, n, b, b, l, i, d, n, a, p, w, w, s, g, d, x, e, n, k, n, h, s, s, s, n, j, n, a, t, w, p, m, t, s, x, p, m, d, b, z, z, n, h, i, h, w, t, j, c, n, n, l, m, f, n, k, l, q, p, t, w, v, n, g, r, i, t, i, p, a, m, n, z, w, g, l, f, x, e, x, o, m, d, u, p, c, g, i, t, i, q, b, n, o, m, q, u, e, z, s, i, l, w, s, j, v, z, m, x, f, i)
Regla(o, n, m, b, p, w, m, i, s, d, g, r, i, d, d, h, q, i, b, k, h, g, f, l, a, d, o, i, a, a, l, m, q, b, r, a, r, q, s, n, p, b, b, d, d, o, k, c, n, k, a, i, k, l, m, p, n, p, i, i, b, h, o, p, f, n, m, q, f, n, f, e, p, o, t, j, g, r, l, m, e, k, t, j, q, r, b, i, s, m, i, u, i, m, n, k, k, l, i, g, k, i, d, i, d, e, d, m, c, d, a, r, q, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, l, a, m, p, j, n, m, s, q, g, l, g, q, l, n, p, a, b, h, j, h, e, l, o, a, d, f, c, i, k, r, d, b, g, q, a, j, u, f, c, c, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, j, a, q, h, i, e, u, p, c, s, a, a, m, l, t, f, i, q, i, n, a, p, j, m, h, f, n, n, f, f, h, g, t, r, c, e, n, l, c, i, r, i, r, s, f, t, n, o, h, a, k, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, f, e, g, a)
Regla(o, n, m, b, p, w, m, i, s, d, g, r, i, d, d, h, q, i, b, k, h, g, f, l, a, d, o, i, a, a, l, m, q, b, r, a, l, q, s, n, p, b, b, d, d, o, k, c, n, k, a, i, k, l, m, p, n, p, i, i, b, h, o, p, f, n, j, q, f, n, f, e, p, o, t, j, g, r, l, m, e, k, t, j, q, r, b, i, s, m, i, u, i, m, n, k, k, l, i, g, k, i, d, i, d, e, d, m, c, d, a, r, q, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, d, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, n, p, a, b, h, j, h, e, l, o, a, d, f, c, i, k, r, d, b, g, q, a, j, u, f, c, c, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, j, g, q, h, i, e, u, p, c, s, a, a, m, l, o, f, i, q, i, n, a, p, j, m, h, f, n, n, f, f, h, g, t, r, c, e, n, l, c, i, r, i, r, s, f, t, n, o, h, a, k, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, f, s, g, a)
Regla(o, n, m, b, p, w, m, i, s, m, g, r, i, d, d, h, q, i, b, k, h, g, f, l, a, d, m, i, a, a, l, m, q, b, r, a, l, q, s, n, p, b, b, d, d, o, k, c, n, k, a, i, k, l, m, p, n, p, i, i, b, h, o, p, s, n, j, q, f, n, f, e, p, o, t, j, g, r, l, m, e, k, t, j, q, r, b, i, s, m, i, u, c, m, n, k, f, l, i, g, k, i, d, i, d, e, d, m, c, d, a, r, q, o, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, o, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, o, p, a, b, h, j, h, e, l, o, a, d, f, c, i, k, e, d, b, g, q, a, j, u, f, c, c, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, g, g, l, p, j, g, q, h, i, e, u, p, c, s, a, a, m, l, o, f, i, q, i, n, a, p, j, m, h, f, n, n, f, r, h, g, t, r, c, e, n, l, c, i, r, i, r, s, f, t, n, g, d, a, o, q, o, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, f, s, g, a)
Regla(o, n, m, b, p, w, m, i, s, m, g, r, i, d, d, h, q, i, b, k, h, g, f, l, a, d, m, i, a, a, l, m, q, b, r, a, l, q, s, l, p, b, b, d, d, o, k, c, n, k, a, i, k, l, m, p, n, p, i, i, b, h, o, p, s, n, j, q, f, n, f, i, p, o, t, j, g, r, l, h, e, k, t, j, q, r, b, i, s, m, i, u, c, m, n, k, f, l, i, g, k, i, d, i, d, b, d, m, c, d, a, r, q, l, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, o, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, o, p, a, b, h, j, h, c, l, o, a, d, f, c, i, k, e, d, b, g, q, a, j, u, f, c, c, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, t, o, f, c, p, j, g, l, p, j, g, q, h, i, e, u, p, c, s, a, a, m, l, o, f, s, q, i, n, a, p, j, m, h, f, n, n, f, r, h, d, t, r, c, e, n, l, c, o, r, i, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, f, r, b, c, u, g, b, l, o, e, p, t, d, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, m, i, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, a, d, m, i, a, a, l, m, q, b, r, a, l, e, s, l, p, b, b, d, d, o, k, c, n, k, a, f, l, l, m, p, n, p, h, i, b, h, o, p, s, n, j, q, f, n, b, i, p, o, s, j, g, r, l, h, e, k, t, j, q, r, b, i, s, m, i, h, c, m, n, k, f, l, i, g, k, i, d, i, d, b, d, m, c, d, a, r, q, l, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, o, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, o, p, a, b, h, j, h, c, l, o, a, d, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, e, f, p, b, f, f, u, h, b, m, e, c, p, l, f, h, m, o, f, o, p, c, g, l, p, j, g, q, h, i, e, u, p, c, s, a, a, m, l, o, f, s, q, i, n, a, p, j, m, h, r, n, n, f, r, h, d, t, r, c, e, i, l, c, o, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, f, r, b, c, u, g, j, l, o, e, p, t, d, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, m, i, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, a, d, m, i, c, a, l, m, q, b, r, a, l, e, s, l, p, b, b, d, m, o, k, c, n, k, a, f, l, l, m, p, n, p, h, i, b, h, o, p, s, n, j, q, f, n, b, i, p, o, s, j, g, r, l, h, e, k, t, j, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, c, d, a, r, q, l, f, b, s, a, k, l, u, s, n, l, a, n, h, i, m, i, t, o, h, h, a, n, c, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, i, p, a, b, h, j, h, c, l, o, a, d, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, f, p, b, f, f, u, h, t, m, e, c, d, l, f, h, m, o, f, o, n, c, g, l, p, j, g, q, h, i, e, u, p, c, s, a, j, m, l, o, f, s, g, i, n, a, b, j, m, h, r, n, n, f, r, g, d, t, r, c, e, i, l, c, o, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, f, n, b, c, u, g, j, l, o, e, p, t, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, m, i, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, l, k, m, i, c, a, l, m, q, b, r, a, l, e, c, l, p, b, b, d, m, o, k, c, n, k, a, f, c, l, m, p, n, p, h, i, b, h, o, p, s, n, j, q, f, n, b, i, p, o, s, j, g, r, l, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, c, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, p, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, i, p, a, b, h, j, h, c, l, o, a, d, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, f, p, b, f, f, u, h, t, m, e, c, d, l, l, h, m, o, f, o, n, c, g, l, p, j, g, s, h, i, e, u, p, c, s, a, j, m, l, o, f, s, g, i, n, a, b, j, m, h, r, n, n, f, n, g, d, t, r, c, e, i, l, c, o, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, f, n, b, c, u, g, j, l, o, e, p, t, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, m, e, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, l, k, m, i, c, a, i, m, q, b, r, a, l, e, c, l, p, b, b, d, m, o, k, c, n, k, a, f, c, l, m, p, n, p, h, i, b, h, o, p, s, n, j, q, f, t, b, l, p, o, s, j, g, r, l, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, u, f, q, l, t, l, c, e, a, m, p, j, n, m, s, q, g, l, g, q, l, i, p, a, b, h, j, h, c, l, o, a, d, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, f, p, b, f, f, u, h, t, m, e, c, d, l, l, h, m, o, f, o, n, c, g, l, p, j, g, s, h, i, e, u, p, c, s, a, j, m, l, i, f, s, g, i, n, a, b, j, m, h, r, n, n, f, n, g, d, t, r, c, e, i, l, c, o, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, f, n, b, c, u, g, j, l, o, e, p, t, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, m, e, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, l, k, m, a, c, a, i, m, q, b, r, a, l, e, c, l, p, b, b, d, m, o, k, c, n, k, a, f, c, l, m, p, n, p, h, i, b, h, o, p, s, n, j, q, f, t, b, l, p, o, s, j, g, r, l, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, u, f, q, l, t, l, c, e, p, m, p, j, n, m, s, q, g, l, g, q, l, i, p, a, b, h, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, f, p, b, f, f, u, h, t, m, e, c, d, l, l, h, m, o, f, o, n, c, g, l, p, j, g, s, h, i, e, u, p, c, s, a, j, m, l, i, a, s, g, i, n, a, b, j, m, h, r, n, n, f, n, g, d, t, r, c, r, i, l, c, b, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, t, n, b, c, u, g, j, l, o, e, p, t, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, j, e, s, m, g, r, o, d, d, h, q, i, b, k, h, g, d, l, c, k, m, a, c, a, i, m, q, b, r, a, l, e, c, l, p, b, b, d, m, o, k, c, n, k, e, f, c, l, m, p, n, a, h, i, b, h, o, p, s, n, j, q, f, t, b, o, p, o, s, j, h, r, l, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, u, f, q, l, t, l, c, e, p, m, p, j, n, m, s, q, g, l, g, q, l, i, p, a, b, h, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, q, p, b, f, f, u, h, t, m, e, c, d, l, l, h, m, o, f, o, n, c, g, p, p, j, g, s, h, i, d, u, p, c, s, a, j, d, l, i, a, s, g, i, n, a, b, j, m, h, r, n, n, f, n, g, d, t, r, c, r, i, l, c, b, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, c, t, n, b, c, u, g, j, l, o, e, p, t, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, j, e, s, m, g, r, o, d, e, h, q, i, j, k, h, g, d, l, c, k, m, a, c, a, i, m, q, b, p, a, l, e, c, l, p, b, b, d, m, o, k, c, n, k, e, f, c, q, m, p, n, a, h, i, b, h, o, p, s, n, j, q, f, t, b, o, p, o, s, j, h, r, l, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, i, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, u, f, q, l, t, l, c, e, p, m, p, j, n, m, s, q, g, l, g, q, o, i, p, b, b, h, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, q, p, b, f, f, u, h, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, p, p, j, s, s, q, i, d, u, q, c, s, a, j, d, l, i, a, s, g, i, n, a, b, j, m, h, r, n, n, f, n, g, d, t, r, c, r, i, l, c, b, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, o, u, p, j, t, s, m, n, d, h, s, g, a)
Regla(o, n, m, b, p, w, j, e, s, m, g, r, o, d, e, h, q, i, j, k, h, g, d, l, c, k, m, a, c, a, i, m, q, b, p, a, n, e, c, l, p, h, b, d, m, o, k, c, n, k, e, f, c, q, m, p, n, a, h, i, b, h, o, p, l, n, j, r, f, t, b, o, p, o, s, j, n, r, q, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, l, f, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, g, f, q, l, t, l, c, e, p, m, p, j, o, m, s, q, g, l, g, q, o, i, p, b, b, h, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, q, p, b, f, f, u, h, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, p, p, j, s, s, q, i, d, u, q, c, s, a, f, d, l, i, a, s, g, i, n, a, b, j, b, h, r, n, n, f, n, g, d, t, r, c, r, i, l, j, b, d, h, r, s, f, t, n, g, d, a, o, q, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, o, u, p, j, t, s, m, n, d, h, s, g, a)
Regla(o, h, m, b, p, w, j, e, r, m, g, r, o, d, e, h, q, i, j, k, h, g, d, l, c, k, m, a, c, a, i, m, q, b, p, a, n, q, c, l, p, h, b, d, m, o, k, c, n, k, e, f, c, q, m, p, n, a, h, i, b, h, o, p, l, n, j, r, f, t, b, o, p, o, s, j, n, r, q, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, b, f, g, k, i, d, i, d, b, d, m, h, d, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, a, n, j, f, s, d, n, o, s, g, f, q, l, t, l, c, e, p, m, p, j, o, m, s, q, g, l, g, q, o, i, p, b, b, h, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, q, p, b, f, f, u, h, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, p, p, j, s, s, q, i, d, u, q, c, s, a, f, d, l, i, a, s, g, i, n, a, b, j, b, h, r, n, n, f, n, g, d, t, r, c, r, i, l, j, b, d, h, r, s, f, t, l, g, d, a, o, q, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, m, u, p, j, t, s, m, n, d, h, s, g, a)
Regla(o, h, m, b, p, w, j, e, r, m, g, r, o, d, e, h, q, i, j, k, h, g, d, l, c, k, m, a, c, a, i, m, q, b, p, a, n, q, c, l, p, h, b, d, m, o, k, c, n, k, p, f, c, q, m, p, n, a, h, i, b, h, o, p, l, n, j, r, f, t, b, o, p, o, s, j, n, r, h, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, b, f, g, k, i, d, i, d, b, d, m, h, m, a, r, q, l, f, b, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, s, d, n, o, s, g, f, q, l, t, l, c, e, p, m, p, j, o, m, s, q, g, l, g, q, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, o, q, p, b, f, f, u, h, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, p, p, j, s, s, q, i, d, u, q, c, s, a, f, d, l, e, a, s, g, i, n, a, b, j, b, h, r, n, n, f, n, g, d, t, r, c, r, i, l, j, b, d, h, r, s, f, t, l, g, d, a, o, q, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, m, u, p, j, t, s, s, n, d, h, s, g, a)
Regla(o, h, m, b, p, e, j, e, r, m, g, r, o, d, e, h, q, i, j, k, h, g, d, l, c, k, h, a, c, a, i, m, q, b, p, a, n, q, c, l, p, h, b, d, m, o, k, c, n, g, p, f, c, g, m, p, n, a, h, i, b, h, o, p, l, n, j, r, f, t, b, o, k, o, s, j, n, r, h, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, b, f, f, k, i, d, i, d, b, d, m, h, m, a, r, q, l, f, r, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, s, d, n, o, s, g, f, q, l, t, l, c, e, p, m, p, j, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, k, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, j, q, p, b, k, f, u, h, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, q, c, s, a, f, d, l, e, a, s, g, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, r, c, r, i, m, j, b, d, h, r, s, f, t, l, g, d, a, o, q, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, m, u, p, j, t, s, s, n, d, h, s, g, a)
Regla(o, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, c, k, h, a, c, a, e, m, q, b, p, a, n, q, c, l, p, h, b, d, m, o, k, c, n, g, p, f, c, g, m, p, n, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, k, o, s, j, n, r, h, h, e, k, t, d, q, r, b, i, s, m, i, h, c, m, d, k, f, b, f, f, k, i, d, i, d, b, d, m, h, m, a, r, q, l, f, r, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, p, k, n, o, s, g, f, q, l, t, l, c, e, p, m, p, j, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, j, q, p, b, k, f, u, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, c, s, a, f, d, l, e, a, s, g, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, r, i, m, j, b, d, h, r, s, f, t, l, g, d, a, o, a, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, m, u, p, j, t, s, s, n, d, h, s, g, a)
Regla(o, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, c, k, h, a, c, a, e, m, q, b, p, a, n, q, c, l, p, h, b, d, m, j, i, c, n, g, p, b, c, g, m, p, n, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, k, o, s, j, n, r, g, h, e, k, t, d, g, r, b, i, s, m, i, h, c, m, d, k, f, b, f, f, k, i, d, i, d, b, j, g, h, m, a, r, q, l, f, r, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, p, k, n, o, s, g, f, q, l, t, l, c, e, p, m, p, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, b, g, q, a, j, u, f, c, c, s, e, k, d, j, q, p, p, k, f, u, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, l, s, a, f, d, l, e, a, s, g, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, r, i, m, j, b, d, h, r, s, f, t, l, g, d, a, o, a, i, a, j, l, c, s, t, t, n, b, c, u, g, j, l, m, u, p, j, q, s, s, n, d, h, s, g, a)
Regla(o, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, c, k, h, a, c, a, e, h, q, b, p, a, n, q, c, l, p, h, b, d, m, j, i, c, n, g, p, b, c, g, m, p, n, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, e, o, s, j, n, r, g, h, e, k, t, d, g, r, b, i, o, m, i, h, c, i, d, k, f, b, f, f, k, i, d, i, d, b, j, g, h, m, a, l, q, l, f, r, c, a, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, p, k, n, o, s, g, f, q, l, t, l, c, e, p, m, p, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, m, g, q, k, j, u, f, c, c, s, e, k, d, j, q, p, p, k, f, u, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, l, s, a, f, d, l, e, a, s, g, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, s, i, m, j, b, d, h, r, o, f, t, l, g, d, a, n, a, i, a, j, l, c, s, t, t, n, b, c, u, g, f, l, m, u, p, j, q, s, s, n, d, h, s, g, a)
Regla(l, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, f, k, h, a, c, a, e, h, q, b, p, a, n, q, c, l, p, h, r, d, m, j, i, c, n, g, p, b, h, g, m, p, n, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, e, o, s, j, n, r, g, h, e, k, t, d, g, r, b, i, o, m, i, h, c, i, d, h, f, b, f, f, k, i, d, a, d, b, j, g, l, m, a, l, q, l, f, r, c, e, k, l, u, s, n, l, a, n, h, a, m, i, t, o, h, h, j, n, j, f, p, k, n, o, s, g, f, q, l, t, l, c, e, p, m, r, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, m, g, q, k, j, u, f, c, c, s, e, d, d, j, q, p, p, k, f, u, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, l, s, a, f, d, l, e, a, s, t, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, s, i, m, j, b, d, h, r, o, f, t, l, g, d, a, n, a, i, a, j, l, n, s, t, t, n, b, c, u, g, f, l, m, u, p, j, q, s, s, n, d, h, s, g, a)
Regla(l, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, f, k, h, a, c, o, e, h, q, b, p, a, q, q, c, l, p, h, r, d, m, j, i, c, n, g, p, b, h, g, m, p, n, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, e, o, s, b, n, r, g, h, e, k, t, d, g, r, b, i, o, m, i, h, c, i, d, h, f, b, f, f, k, i, d, a, d, b, j, g, l, m, a, l, q, l, f, r, c, e, k, l, u, b, l, l, a, n, e, a, h, i, t, o, g, h, j, n, b, f, p, k, n, o, s, g, f, q, l, t, l, c, e, p, m, r, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, m, g, q, k, s, u, f, c, c, s, e, d, d, j, q, p, p, k, f, c, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, l, s, a, f, d, l, e, a, s, t, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, s, i, m, j, b, d, p, r, o, f, t, l, g, d, a, n, a, i, a, j, l, n, s, t, t, n, b, c, j, g, f, l, m, u, p, j, q, s, s, n, d, h, s, g, a)
Regla(l, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, q, i, j, k, h, g, d, l, f, k, h, a, c, o, e, h, q, b, p, a, q, q, c, l, p, h, r, d, m, j, i, c, n, g, p, b, h, g, m, p, g, a, h, i, b, h, o, j, l, n, j, r, f, t, b, o, e, o, s, b, n, m, g, h, e, k, j, d, g, r, b, i, o, m, i, h, c, i, d, h, f, b, f, f, k, i, i, a, d, b, j, g, l, m, a, l, q, l, f, r, c, e, k, l, u, b, l, l, a, n, e, a, h, i, t, o, g, h, j, n, b, f, p, k, l, o, s, g, f, q, l, t, l, c, e, p, u, r, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, a, i, f, b, i, i, e, g, m, g, q, k, s, u, f, c, c, s, e, d, d, j, q, p, p, k, f, c, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, i, d, u, l, l, e, a, f, d, l, e, a, s, t, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, s, i, m, j, b, d, p, r, o, f, t, l, g, d, a, n, a, i, a, j, l, n, s, t, t, n, b, c, j, g, f, l, m, u, p, j, q, s, s, n, d, h, s, g, a)
Regla(l, h, m, b, p, e, j, e, r, m, g, r, o, p, e, h, f, i, j, k, h, g, d, l, f, k, h, a, c, o, e, h, q, b, p, a, q, q, c, l, p, h, r, d, m, j, i, c, n, g, p, b, h, g, m, p, g, a, h, n, b, h, o, j, l, n, j, r, f, t, b, o, e, o, s, b, n, m, g, h, e, k, j, d, g, r, b, i, o, m, i, h, c, i, d, h, f, b, f, f, k, i, i, a, d, b, j, g, l, m, a, l, q, l, f, r, c, e, k, l, u, b, l, l, a, n, e, a, h, i, t, o, g, h, j, n, b, f, p, k, l, o, s, g, f, d, l, t, l, c, e, p, u, r, i, o, m, s, q, g, l, g, l, o, i, p, b, f, m, j, h, c, l, o, i, i, f, b, i, i, e, g, m, g, q, k, s, u, f, c, c, s, e, d, d, j, q, p, p, k, f, c, g, t, m, e, c, d, h, l, h, m, o, f, o, n, c, g, c, n, j, s, s, q, l, d, u, l, l, e, a, f, d, l, e, a, s, t, i, n, a, b, j, b, h, r, d, n, f, n, g, d, t, b, c, s, i, m, j, b, d, p, r, o, f, t, l, g, d, a, n, a, i, a, j, l, n, s, t, t, n, b, c, j, g, f, l, m, u, p, j, q, s, s, j, d, h, s, g, a)
